affected_downstream_layers,closure_dependency,company_id,confidence,current_period_end,current_publish_date,current_ttm_impact,downstream_layer_count,evidence_types_needed,exact_information_needed,existing_local_evidence_summary,fact_count,first_batch_score,fiscal_quarter,fiscal_year,lifecycle_impact,preferred_source_type,priority,quarter_position_latest8q,research_request,research_task_id,score_impact,status,structural_warning,ticker,valuation_impact,why_needed
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,1480,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q4; Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0205,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,MIRA,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1484,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-05,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0206,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,MITT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1484,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-07,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q3; Verify source semantics confirmation for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0207,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,MITT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1484,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-02-25,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q4; Verify source semantics confirmation for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0208,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,MITT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,1487,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2023-03-31,2023-05-08,NO,0,TOTAL_DEBT,Verify Total Debt for FY2023 Q1,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q1,2023,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2023 Q1. Verify Total Debt. Do not research other fields.,P8H-2-0209,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,MLGO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,1580,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=MISSING_QUARTER|PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,10,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0225,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,NEGG,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TARGET_COLLISION_EVIDENCE,1634,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-10-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TARGET_COLLISION_EVIDENCE,Verify first-public result publication date for FY2026 Q2; Verify target collision evidence for FY2026 Q2,Phase 8G issue=PUBLISH_DATE_MISSING|TARGET_COLLISION; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_TARGET_COLLISION_RESOLUTION; structural context=WEEK_BASED_52_53,2,10,Q2,2026,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,"Research official issuer sources for FY2026 Q2. Verify first-public result publication date, target collision evidence. Do not research other fields.",P8H-2-0232,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,NTAP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,1641,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q4; Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0235,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,NUAI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,1668,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-05-19,NO,0,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,Verify missing quarter existence/source evidence for FY2026 Q4; Verify Total Debt for FY2026 Q4,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=FIXED_DATE_FISCAL_YEAR,2,30,Q4,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,"Research official issuer sources for FY2026 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P8H-2-0242,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,NXT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|MISSING_QUARTER_EXISTENCE,1709,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|MISSING_QUARTER_EXISTENCE,Verify first-public result publication date for FY2025 Q4; Verify missing quarter existence/source evidence for FY2025 Q4,Phase 8G issue=MISSING_QUARTER|PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=OTHER_VERIFIED,2,10,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, missing quarter existence/source evidence. Do not research other fields.",P8H-2-0253,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ONTO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|FIRST_PUBLIC_PUBLISH_DATE,1716,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,CASH|FIRST_PUBLIC_PUBLISH_DATE,Verify Cash for FY2025 Q2; Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CASH|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify Cash, first-public result publication date. Do not research other fields.",P8H-2-0255,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,OPTX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|TOTAL_DEBT,1786,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-14,NO,0,CASH|TOTAL_DEBT,Verify Cash for FY2025 Q2; Verify Total Debt for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_CASH|NEED_DEBT; structural context=CALENDAR_YEAR,2,30,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify Cash, Total Debt. Do not research other fields.",P8H-2-0262,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,PEW,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|TOTAL_DEBT,1860,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-05,NO,0,EBIT_DIRECT|TOTAL_DEBT,Verify EBIT for FY2025 Q3; Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_EBIT; structural context=CALENDAR_YEAR,2,30,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q3. Verify EBIT, Total Debt. Do not research other fields.",P8H-2-0269,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,PRSU,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1931,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-07,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0275,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,REFI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1931,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-04,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q3; Verify source semantics confirmation for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0276,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,REFI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1931,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-03-12,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q4; Verify source semantics confirmation for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0277,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,REFI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,1956,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-05-04,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2026 Q1; Verify source semantics confirmation for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,"Research official issuer sources for FY2026 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0284,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,RITM,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,2087,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-05,NO,0,TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,Verify target collision evidence for FY2025 Q2; Verify Total Debt for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION; source dependency=NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION; structural context=OTHER_VERIFIED,2,30,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify target collision evidence, Total Debt. Do not research other fields.",P8H-2-0307,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,SLAB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,2091,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q4; Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0309,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,SLE,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,2177,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-10,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q3; Verify source semantics confirmation for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0319,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,STWD,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,2177,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-05-08,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2026 Q1; Verify source semantics confirmation for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,"Research official issuer sources for FY2026 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0320,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,STWD,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,2198,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-24,NO,0,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,Verify missing quarter existence/source evidence for FY2025 Q4; Verify Total Debt for FY2025 Q4,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=WEEK_BASED_52_53,2,30,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P8H-2-0321,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,SYM,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,2205,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q3; Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0331,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,TAOX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,2205,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-06-05,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q4; Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_SEQUENCE_CONFLICT|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0332,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,TAOX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,2296,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-10-28,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q3; Verify source semantics confirmation for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0345,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,TRTX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,2296,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-02-17,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q4; Verify source semantics confirmation for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0346,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,TRTX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,2296,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-04-28,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2026 Q1; Verify source semantics confirmation for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,"Research official issuer sources for FY2026 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-2-0347,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,TRTX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,2370,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-05,NO,0,TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,Verify target collision evidence for FY2025 Q2; Verify Total Debt for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION; source dependency=NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION; structural context=OTHER_VERIFIED,2,30,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,"Research official issuer sources for FY2025 Q2. Verify target collision evidence, Total Debt. Do not research other fields.",P8H-2-0350,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,USNA,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,2422,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify first-public result publication date for FY2025 Q3; Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,2,30,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,"Research official issuer sources for FY2025 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.",P8H-2-0358,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,VS,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,2428,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,10,Q3,2024,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0360,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,VSTD,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
