affected_fy_fq,company_id,current_evidence,evidence_that_would_resolve_it,exact_decision_needed,external_research_also_required,fy_fq_locally_resolved,issue,priority,status,structural_category,structural_decision_remaining,structural_task_id,ticker
FY2026Q1,410,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2026Q1: need Debt ; FY2026Q1: verify missing adjacent fiscal quarter source ; FY2026Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0152,CALM
FY2026Q1,412,UNRESOLVED|UNRESOLVED,NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0153,CAPR
FY2026Q1,413,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0154,CAPS
FY2019Q2,413,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_DEBT|NEED_EBITDA|NEED_FCF|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SHARES|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2019Q2: need FCF ; FY2019Q2: need Debt ; FY2019Q2: need Shares ; FY2019Q2: need Gross Profit ; FY2019Q2: need EBITDA ; FY2019Q2: need Capex ; FY2019Q2: need official fiscal year start and FY/FQ identity ; FY2019Q2: need first-public result date ; FY2019Q2: confirm sequence semantics ; FY2019Q2: Need Capex to derive FCF,YES,NO,PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0155,CAPS
FY2018Q4,413,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_EBITDA|NEED_FCF|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SHARES|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2018Q4: need FCF ; FY2018Q4: need Shares ; FY2018Q4: need Gross Profit ; FY2018Q4: need EBITDA ; FY2018Q4: need Capex ; FY2018Q4: need official fiscal year start and FY/FQ identity ; FY2018Q4: confirm sequence semantics ; FY2018Q4: Need Capex to derive FCF,YES,NO,PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0156,CAPS
FY2025Q3,421,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0157,CAVA
FY2025Q2,421,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0158,CAVA
FY2025Q1,421,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Debt ; FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0159,CAVA
FY2024Q2,421,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q2: need Debt ; FY2024Q2: verify missing adjacent fiscal quarter source ; FY2024Q2: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0160,CAVA
FY2026Q2,428,UNRESOLVED|UNRESOLVED,NEED_FIRST_PUBLIC_RESULT_DATE|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: need first-public result date ; FY2026Q2: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0161,CC
FY2026Q1,428,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0162,CC
FY2026Q1,450,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0163,CECO
FY2025Q3,455,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0164,CENT
FY2025Q3,456,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0165,CENTA
FY2026Q1,458,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need Capex ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: need first-public result date ; FY2026Q1: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0166,CERO
FY2026Q1,463,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2026Q1: need transition/stub calendar decision ; FY2026Q1: need official period_end ; FY2026Q1: confirm sequence semantics ; FY2026Q1: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0167,CGC
FY2025Q4,463,DIRECT_EXACT_INTERVAL|TARGET_SELF,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q4: need transition/stub calendar decision ; FY2025Q4: need official period_end ; FY2025Q4: confirm sequence semantics,YES,NO,PERIOD_END_TRANSITION_REVIEW|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0168,CGC
FY2025Q3,463,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q3: need transition/stub calendar decision ; FY2025Q3: need official period_end ; FY2025Q3: confirm sequence semantics ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0169,CGC
FY2025Q2,463,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q2: need transition/stub calendar decision ; FY2025Q2: need official period_end ; FY2025Q2: confirm sequence semantics ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0170,CGC
FY2024Q4,463,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q4: need transition/stub calendar decision ; FY2024Q4: need official period_end ; FY2024Q4: confirm sequence semantics ; FY2024Q4: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0171,CGC
FY2024Q3,463,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q3: need transition/stub calendar decision ; FY2024Q3: need official period_end ; FY2024Q3: confirm sequence semantics ; FY2024Q3: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0172,CGC
FY2024Q2,463,DIRECT_EXACT_INTERVAL|TARGET_EMPTY,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q2: need transition/stub calendar decision ; FY2024Q2: need official period_end ; FY2024Q2: confirm sequence semantics,YES,NO,PERIOD_END_TRANSITION_REVIEW|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0173,CGC
FY2025Q3,472,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0174,CHEF
FY2025Q2,472,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: verify missing adjacent fiscal quarter source ; FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0175,CHEF
FY2026Q1,475,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_EBIT|NEED_EBITDA|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need EBIT ; FY2026Q1: need EBITDA ; FY2026Q1: need Capex ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics ; FY2026Q1: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0176,CHMI
FY2025Q1,476,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0177,CHPT
FY2026Q2,483,UNRESOLVED|UNRESOLVED,NEED_FIRST_PUBLIC_RESULT_DATE|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: need first-public result date ; FY2026Q2: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0178,CIFR
FY2026Q1,483,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0179,CIFR
FY2026Q1,485,UNRESOLVED|UNRESOLVED,NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0180,CING
FY2026Q2,505,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need Gross Profit ; FY2026Q2: need Capex ; FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: need first-public result date ; FY2026Q2: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0181,CLYM
FY2026Q1,505,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need Capex ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0182,CLYM
FY2025Q1,507,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0183,CMCO
FY2025Q3,513,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0184,CMP
FY2025Q2,513,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0185,CMP
FY2025Q1,513,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0186,CMP
FY2026Q2,526,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0187,CNMD
FY2026Q1,526,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0188,CNMD
FY2025Q3,540,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0189,COHU
FY2025Q2,540,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0190,COHU
FY2025Q1,540,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0191,COHU
FY2026Q1,553,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0192,COSM
FY2025Q3,559,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0193,CPB
FY2024Q4,563,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_EBIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q4: need EBIT ; FY2024Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q4: target FY/FQ collision requires reconciliation ; FY2024Q4: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0194,CPRI
FY2026Q1,574,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need Capex ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0195,CRDF
FY2025Q3,575,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0196,CRDO
FY2025Q2,575,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: need Debt ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0197,CRDO
FY2025Q1,575,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Debt ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0198,CRDO
