evidence_type,exact_anchor_coverage,fiscal_quarter,fiscal_year,keep_external,local_fq_status,local_fy_status,local_sequence_status,original_request,priority,remaining_external_requirement,removal_reason,research_task_id,structural_boundary_status,ticker
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0933,NO_STRUCTURAL_BOUNDARY,EFC
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0933,NO_STRUCTURAL_BOUNDARY,EFC
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0933,NO_STRUCTURAL_BOUNDARY,EFC
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0946,NO_STRUCTURAL_BOUNDARY,ELDN
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0946,NO_STRUCTURAL_BOUNDARY,ELDN
REVENUE,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,REVENUE,,P8H-3-0946,NO_STRUCTURAL_BOUNDARY,ELDN
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0946,NO_STRUCTURAL_BOUNDARY,ELDN
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0946,NO_STRUCTURAL_BOUNDARY,ELDN
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0947,NO_STRUCTURAL_BOUNDARY,ELDN
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0947,NO_STRUCTURAL_BOUNDARY,ELDN
REVENUE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,REVENUE,,P8H-3-0947,NO_STRUCTURAL_BOUNDARY,ELDN
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0947,NO_STRUCTURAL_BOUNDARY,ELDN
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0947,NO_STRUCTURAL_BOUNDARY,ELDN
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0971,STRUCTURAL_OR_BOUNDARY_REVIEW,ENSC
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0971,STRUCTURAL_OR_BOUNDARY_REVIEW,ENSC
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,,P8H-3-0971,STRUCTURAL_OR_BOUNDARY_REVIEW,ENSC
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0971,STRUCTURAL_OR_BOUNDARY_REVIEW,ENSC
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0971,STRUCTURAL_OR_BOUNDARY_REVIEW,ENSC
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1034,NO_STRUCTURAL_BOUNDARY,FBRT
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-1034,NO_STRUCTURAL_BOUNDARY,FBRT
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1034,NO_STRUCTURAL_BOUNDARY,FBRT
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1034,NO_STRUCTURAL_BOUNDARY,FBRT
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1034,NO_STRUCTURAL_BOUNDARY,FBRT
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1040,NO_STRUCTURAL_BOUNDARY,FCPT
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-1040,NO_STRUCTURAL_BOUNDARY,FCPT
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1040,NO_STRUCTURAL_BOUNDARY,FCPT
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-1040,NO_STRUCTURAL_BOUNDARY,FCPT
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1040,NO_STRUCTURAL_BOUNDARY,FCPT
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1058,NO_STRUCTURAL_BOUNDARY,FIEE
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1058,NO_STRUCTURAL_BOUNDARY,FIEE
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1058,NO_STRUCTURAL_BOUNDARY,FIEE
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1058,NO_STRUCTURAL_BOUNDARY,FIEE
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1058,NO_STRUCTURAL_BOUNDARY,FIEE
CASH,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-1150,NO_STRUCTURAL_BOUNDARY,GERN
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-1150,NO_STRUCTURAL_BOUNDARY,GERN
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1150,NO_STRUCTURAL_BOUNDARY,GERN
OCF_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,OCF_FOR_FCF,,P8H-3-1150,NO_STRUCTURAL_BOUNDARY,GERN
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1150,NO_STRUCTURAL_BOUNDARY,GERN
CASH,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-1218,NO_STRUCTURAL_BOUNDARY,GUTS
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1218,NO_STRUCTURAL_BOUNDARY,GUTS
LINEAGE_OWNERSHIP_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE,,P8H-3-1218,NO_STRUCTURAL_BOUNDARY,GUTS
REVENUE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,REVENUE,,P8H-3-1218,NO_STRUCTURAL_BOUNDARY,GUTS
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1218,NO_STRUCTURAL_BOUNDARY,GUTS
CASH,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-1219,NO_STRUCTURAL_BOUNDARY,GUTS
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1219,NO_STRUCTURAL_BOUNDARY,GUTS
LINEAGE_OWNERSHIP_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE,,P8H-3-1219,NO_STRUCTURAL_BOUNDARY,GUTS
REVENUE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,REVENUE,,P8H-3-1219,NO_STRUCTURAL_BOUNDARY,GUTS
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1219,NO_STRUCTURAL_BOUNDARY,GUTS
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1221,NO_STRUCTURAL_BOUNDARY,GXAI
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1221,NO_STRUCTURAL_BOUNDARY,GXAI
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1221,NO_STRUCTURAL_BOUNDARY,GXAI
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1221,NO_STRUCTURAL_BOUNDARY,GXAI
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1221,NO_STRUCTURAL_BOUNDARY,GXAI
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1222,NO_STRUCTURAL_BOUNDARY,GXAI
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1222,NO_STRUCTURAL_BOUNDARY,GXAI
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1222,NO_STRUCTURAL_BOUNDARY,GXAI
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1222,NO_STRUCTURAL_BOUNDARY,GXAI
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1222,NO_STRUCTURAL_BOUNDARY,GXAI
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-1253,NO_STRUCTURAL_BOUNDARY,HIND
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-1253,NO_STRUCTURAL_BOUNDARY,HIND
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-1253,NO_STRUCTURAL_BOUNDARY,HIND
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-1253,NO_STRUCTURAL_BOUNDARY,HIND
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-1253,NO_STRUCTURAL_BOUNDARY,HIND
